,landing_page_id,origin,closed,contact_year,contact_month,contact_day
6767,0.7178423236514523,1.0,1,1.0,0.0,0.9333333333333333
1347,0.8174273858921162,0.6666666666666666,1,1.0,0.2727272727272727,0.5
6787,0.5477178423236515,0.8888888888888888,1,1.0,0.09090909090909091,0.3333333333333333
1333,0.27385892116182575,0.3333333333333333,1,1.0,0.0,0.13333333333333333
6818,0.14522821576763487,0.0,1,1.0,0.2727272727272727,0.8333333333333334
6795,0.27385892116182575,0.6666666666666666,1,1.0,0.09090909090909091,0.16666666666666666
1330,0.7178423236514523,0.3333333333333333,1,1.0,0.2727272727272727,0.7666666666666667
1329,0.27385892116182575,0.6666666666666666,1,1.0,0.2727272727272727,0.8333333333333334
6806,0.14522821576763487,0.3333333333333333,1,1.0,0.2727272727272727,0.36666666666666664
1311,0.6307053941908713,0.6666666666666666,1,1.0,0.2727272727272727,0.7666666666666667
1310,0.946058091286307,0.3333333333333333,1,1.0,0.09090909090909091,0.3
6815,0.14522821576763487,0.3333333333333333,1,1.0,0.36363636363636365,0.4666666666666667
1306,0.14522821576763487,0.0,1,1.0,0.18181818181818182,0.9666666666666667
5733,0.8589211618257261,0.5555555555555556,1,1.0,0.18181818181818182,0.2
5730,0.8174273858921162,0.3333333333333333,1,1.0,0.2727272727272727,0.23333333333333334
2521,0.5477178423236515,0.8888888888888888,1,1.0,0.0,0.2
4572,0.8174273858921162,0.3333333333333333,1,1.0,0.18181818181818182,0.06666666666666667
4687,0.6680497925311203,0.2222222222222222,1,1.0,0.09090909090909091,0.5
4691,0.14937759336099585,0.6666666666666666,1,0.0,0.8181818181818182,0.8
4693,0.8174273858921162,0.2222222222222222,1,1.0,0.09090909090909091,0.5
3668,0.14522821576763487,1.0,1,1.0,0.2727272727272727,0.0
3664,0.7136929460580913,0.7777777777777778,1,1.0,0.09090909090909091,0.13333333333333333
4703,0.14937759336099585,0.3333333333333333,1,1.0,0.18181818181818182,0.26666666666666666
3660,0.946058091286307,0.3333333333333333,1,1.0,0.18181818181818182,0.4666666666666667
3657,0.8962655601659751,0.6666666666666666,1,1.0,0.09090909090909091,0.5
4706,0.5394190871369294,0.6666666666666666,1,0.0,0.7272727272727273,0.8
3653,0.27385892116182575,0.6666666666666666,1,1.0,0.0,0.3333333333333333
3646,0.9004149377593361,0.3333333333333333,1,1.0,0.18181818181818182,0.36666666666666664
3625,0.5477178423236515,0.8888888888888888,1,0.0,0.9090909090909091,0.2
4741,0.27385892116182575,0.6666666666666666,1,1.0,0.36363636363636365,0.9
4758,0.6680497925311203,0.1111111111111111,1,1.0,0.09090909090909091,0.4666666666666667
3599,0.14522821576763487,0.3333333333333333,1,0.0,0.9090909090909091,0.3
4760,0.7178423236514523,1.0,1,1.0,0.0,0.36666666666666664
4763,0.14522821576763487,0.3333333333333333,1,1.0,0.18181818181818182,0.3333333333333333
3593,0.14522821576763487,0.6666666666666666,1,1.0,0.09090909090909091,0.6
3588,0.34439834024896265,0.8888888888888888,1,1.0,0.36363636363636365,0.3
4676,0.6846473029045643,0.3333333333333333,1,1.0,0.2727272727272727,0.13333333333333333
4674,0.22406639004149378,0.6666666666666666,1,1.0,0.36363636363636365,0.2
3693,0.27385892116182575,0.3333333333333333,1,1.0,0.18181818181818182,0.03333333333333333
3762,0.14522821576763487,0.3333333333333333,1,1.0,0.18181818181818182,0.7333333333333333
3789,0.8174273858921162,0.6666666666666666,1,1.0,0.18181818181818182,0.26666666666666666
3788,0.7178423236514523,0.3333333333333333,1,1.0,0.0,0.3333333333333333
3785,0.8174273858921162,0.3333333333333333,1,1.0,0.0,0.6333333333333333
4595,0.7178423236514523,1.0,1,1.0,0.18181818181818182,0.6666666666666666
3777,0.47717842323651455,0.7777777777777778,1,1.0,0.36363636363636365,0.3333333333333333
4603,0.2074688796680498,0.6666666666666666,1,1.0,0.18181818181818182,0.4666666666666667
3767,0.5477178423236515,0.8888888888888888,1,1.0,0.09090909090909091,0.13333333333333333
4606,0.27385892116182575,0.6666666666666666,1,1.0,0.09090909090909091,0.13333333333333333
4613,0.4024896265560166,0.3333333333333333,1,1.0,0.0,0.6666666666666666
3694,0.13278008298755187,1.0,1,1.0,0.36363636363636365,0.4666666666666667
4618,0.6348547717842323,0.6666666666666666,1,1.0,0.0,0.23333333333333334
4621,0.8174273858921162,0.3333333333333333,1,1.0,0.0,0.4
3733,0.8174273858921162,0.3333333333333333,1,1.0,0.09090909090909091,0.8666666666666667
4641,0.27385892116182575,0.6666666666666666,1,1.0,0.2727272727272727,0.6333333333333333
4647,0.4979253112033195,1.0,1,1.0,0.18181818181818182,0.6
3719,0.14522821576763487,0.3333333333333333,1,1.0,0.2727272727272727,0.1
4664,0.21991701244813278,1.0,1,1.0,0.36363636363636365,0.8
3701,0.14522821576763487,0.3333333333333333,1,1.0,0.2727272727272727,0.26666666666666666
4780,0.14522821576763487,0.0,1,1.0,0.36363636363636365,0.26666666666666666
4789,0.6514522821576764,0.1111111111111111,1,1.0,0.2727272727272727,0.03333333333333333
4792,0.14522821576763487,0.3333333333333333,1,1.0,0.0,0.7666666666666667
3381,0.27385892116182575,0.0,1,1.0,0.18181818181818182,0.26666666666666666
4905,0.27385892116182575,0.6666666666666666,1,1.0,0.0,0.1
4907,0.3278008298755187,0.3333333333333333,1,1.0,0.09090909090909091,0.6333333333333333
3421,0.14937759336099585,0.6666666666666666,1,1.0,0.09090909090909091,0.8666666666666667
4921,0.6514522821576764,0.3333333333333333,1,1.0,0.36363636363636365,0.5333333333333333
4945,0.7178423236514523,1.0,1,1.0,0.09090909090909091,0.7333333333333333
4946,0.22406639004149378,0.6666666666666666,1,1.0,0.2727272727272727,0.9666666666666667
4947,0.946058091286307,1.0,1,1.0,0.09090909090909091,0.06666666666666667
4956,0.27385892116182575,0.6666666666666666,1,1.0,0.18181818181818182,0.6333333333333333
3380,0.6846473029045643,0.3333333333333333,1,1.0,0.2727272727272727,0.26666666666666666
3449,0.6846473029045643,0.3333333333333333,1,1.0,0.09090909090909091,0.8333333333333334
4960,0.14522821576763487,0.3333333333333333,1,1.0,0.2727272727272727,0.13333333333333333
3366,0.27385892116182575,0.3333333333333333,1,1.0,0.09090909090909091,0.4666666666666667
4975,0.7178423236514523,1.0,1,1.0,0.2727272727272727,0.16666666666666666
4978,0.7178423236514523,1.0,1,1.0,0.0,0.5333333333333333
3356,0.14522821576763487,0.3333333333333333,1,1.0,0.0,0.36666666666666664
3354,0.7178423236514523,1.0,1,1.0,0.18181818181818182,0.4
4983,0.14522821576763487,0.3333333333333333,1,1.0,0.0,0.9333333333333333
3352,0.2074688796680498,0.2222222222222222,1,1.0,0.18181818181818182,0.43333333333333335
4895,0.14522821576763487,0.7777777777777778,1,1.0,0.2727272727272727,0.9333333333333333
3452,0.14522821576763487,0.6666666666666666,1,1.0,0.0,0.8
4798,0.11618257261410789,0.0,1,1.0,0.0,0.7333333333333333
3521,0.6514522821576764,0.3333333333333333,1,1.0,0.09090909090909091,0.36666666666666664
3555,0.34439834024896265,0.8888888888888888,1,1.0,0.36363636363636365,0.9333333333333333
3552,0.7178423236514523,0.3333333333333333,1,1.0,0.36363636363636365,0.1
4807,0.946058091286307,0.3333333333333333,1,0.0,0.9090909090909091,0.6666666666666666
3543,0.0995850622406639,0.3333333333333333,1,0.0,0.8181818181818182,0.5333333333333333
3540,0.14522821576763487,0.0,1,1.0,0.2727272727272727,0.6333333333333333
4816,0.23651452282157676,0.7777777777777778,1,1.0,0.0,0.8
3534,0.22406639004149378,0.6666666666666666,1,1.0,0.36363636363636365,1.0
4823,0.14522821576763487,0.3333333333333333,1,1.0,0.09090909090909091,0.9
3511,0.6514522821576764,0.3333333333333333,1,0.0,0.9090909090909091,0.43333333333333335
4877,0.7178423236514523,1.0,1,1.0,0.36363636363636365,0.2
4842,0.14522821576763487,0.3333333333333333,1,1.0,0.0,1.0
3502,0.14522821576763487,0.0,1,1.0,0.0,0.4666666666666667
3500,0.7178423236514523,1.0,1,1.0,0.09090909090909091,0.8333333333333334
4852,0.14522821576763487,0.7777777777777778,1,1.0,0.36363636363636365,0.7333333333333333
3492,0.7178423236514523,0.6666666666666666,1,1.0,0.36363636363636365,0.9333333333333333
4856,0.14522821576763487,0.2222222222222222,1,1.0,0.09090909090909091,0.16666666666666666
3484,0.7178423236514523,1.0,1,1.0,0.18181818181818182,0.13333333333333333
3476,0.22406639004149378,0.3333333333333333,1,1.0,0.2727272727272727,0.16666666666666666
3798,0.0,0.6666666666666666,1,1.0,0.09090909090909091,0.4666666666666667
3809,0.14522821576763487,0.7777777777777778,1,1.0,0.36363636363636365,1.0
2525,0.8174273858921162,0.6666666666666666,1,1.0,0.0,0.3
4566,0.5186721991701245,0.2222222222222222,1,1.0,0.0,0.9333333333333333
4282,0.14522821576763487,0.3333333333333333,1,1.0,0.2727272727272727,0.03333333333333333
4303,0.14522821576763487,0.3333333333333333,1,1.0,0.18181818181818182,0.16666666666666666
4105,0.983402489626556,0.6666666666666666,1,1.0,0.18181818181818182,0.7666666666666667
4103,0.14522821576763487,0.7777777777777778,1,1.0,0.36363636363636365,0.8
4317,0.8174273858921162,0.3333333333333333,1,1.0,0.18181818181818182,0.13333333333333333
4318,0.8174273858921162,0.3333333333333333,1,1.0,0.0,0.13333333333333333
4323,0.27385892116182575,0.8888888888888888,1,1.0,0.18181818181818182,0.6333333333333333
4081,0.4107883817427386,0.8888888888888888,1,1.0,0.2727272727272727,0.7666666666666667
4328,0.14522821576763487,0.3333333333333333,1,1.0,0.18181818181818182,0.43333333333333335
4076,0.7178423236514523,1.0,1,1.0,0.09090909090909091,0.36666666666666664
4332,0.7178423236514523,1.0,1,1.0,0.09090909090909091,0.03333333333333333
4071,0.7178423236514523,1.0,1,1.0,0.09090909090909091,0.7333333333333333
4340,0.7178423236514523,1.0,1,1.0,0.2727272727272727,0.6
4058,0.47717842323651455,0.3333333333333333,1,1.0,0.2727272727272727,0.7333333333333333
4348,0.7178423236514523,1.0,1,1.0,0.36363636363636365,0.0
4049,0.8174273858921162,0.3333333333333333,1,1.0,0.18181818181818182,0.7666666666666667
4356,0.7178423236514523,0.3333333333333333,1,1.0,0.36363636363636365,0.7333333333333333
4036,0.14522821576763487,0.3333333333333333,1,1.0,0.09090909090909091,0.8
4368,0.946058091286307,0.3333333333333333,1,1.0,0.36363636363636365,0.2
4281,0.14937759336099585,0.6666666666666666,1,1.0,0.09090909090909091,0.7
4278,0.14522821576763487,0.8888888888888888,1,1.0,0.09090909090909091,0.16666666666666666
4271,0.6514522821576764,0.3333333333333333,1,1.0,0.18181818181818182,0.6
4171,0.14522821576763487,0.3333333333333333,1,1.0,0.2727272727272727,0.6
4198,0.1908713692946058,0.3333333333333333,1,1.0,0.0,0.36666666666666664
4217,0.7178423236514523,1.0,1,1.0,0.0,0.4666666666666667
4227,0.7178423236514523,1.0,1,1.0,0.0,0.7666666666666667
4236,0.7178423236514523,1.0,1,1.0,0.18181818181818182,0.7666666666666667
4177,0.8174273858921162,0.3333333333333333,1,1.0,0.36363636363636365,0.7666666666666667
4238,0.1908713692946058,0.3333333333333333,1,1.0,0.09090909090909091,0.16666666666666666
4240,0.14522821576763487,0.3333333333333333,1,1.0,0.0,0.9666666666666667
4241,0.004149377593360996,0.0,1,1.0,0.18181818181818182,0.4
4247,0.7178423236514523,0.8888888888888888,1,1.0,0.0,0.8
4141,0.4107883817427386,0.8888888888888888,1,1.0,0.18181818181818182,0.1
4164,0.5394190871369294,0.6666666666666666,1,1.0,0.0,0.7
4160,0.991701244813278,0.6666666666666666,1,1.0,0.18181818181818182,0.2
4251,0.7178423236514523,1.0,1,1.0,0.0,0.7
4253,0.5477178423236515,0.8888888888888888,1,1.0,0.18181818181818182,0.23333333333333334
4254,0.14522821576763487,1.0,1,1.0,0.09090909090909091,0.13333333333333333
4258,0.5477178423236515,0.8888888888888888,1,1.0,0.18181818181818182,0.23333333333333334
4259,0.6182572614107884,0.6666666666666666,1,1.0,0.2727272727272727,0.36666666666666664
4263,0.8174273858921162,0.0,1,1.0,0.36363636363636365,0.36666666666666664
4025,0.5477178423236515,0.8888888888888888,1,1.0,0.18181818181818182,0.26666666666666666
4381,0.7178423236514523,1.0,1,1.0,0.2727272727272727,0.6333333333333333
4016,0.8174273858921162,0.3333333333333333,1,1.0,0.2727272727272727,0.6666666666666666
3855,0.14522821576763487,0.6666666666666666,1,1.0,0.2727272727272727,0.5666666666666667
3892,0.14522821576763487,0.6666666666666666,1,1.0,0.09090909090909091,0.43333333333333335
3881,0.14522821576763487,0.3333333333333333,1,1.0,0.2727272727272727,0.5333333333333333
4509,0.21991701244813278,1.0,1,1.0,0.2727272727272727,0.5666666666666667
3876,0.7178423236514523,1.0,1,1.0,0.18181818181818182,0.6666666666666666
4516,0.7178423236514523,1.0,1,1.0,0.0,0.7
4517,0.983402489626556,0.6666666666666666,1,0.0,0.6363636363636364,0.9666666666666667
4520,0.24896265560165975,0.6666666666666666,1,1.0,0.36363636363636365,0.23333333333333334
4525,0.27385892116182575,0.6666666666666666,1,1.0,0.0,0.9666666666666667
3854,0.5477178423236515,0.3333333333333333,1,1.0,0.0,0.9666666666666667
3910,0.14522821576763487,0.7777777777777778,1,1.0,0.09090909090909091,0.8666666666666667
3846,0.7178423236514523,1.0,1,1.0,0.09090909090909091,0.4
4540,0.7634854771784232,0.8888888888888888,1,1.0,0.18181818181818182,0.6
4543,0.5228215767634855,0.6666666666666666,1,1.0,0.09090909090909091,0.16666666666666666
3834,0.14522821576763487,0.3333333333333333,1,1.0,0.2727272727272727,0.23333333333333334
3833,0.970954356846473,0.3333333333333333,1,1.0,0.2727272727272727,0.6333333333333333
3831,0.8174273858921162,0.0,1,1.0,0.18181818181818182,0.4
3821,0.8174273858921162,0.3333333333333333,1,1.0,0.36363636363636365,0.23333333333333334
4564,0.966804979253112,0.3333333333333333,1,1.0,0.36363636363636365,0.23333333333333334
3899,0.7178423236514523,0.7777777777777778,1,1.0,0.2727272727272727,0.6333333333333333
4467,0.27385892116182575,0.6666666666666666,1,1.0,0.09090909090909091,0.6333333333333333
4384,0.14522821576763487,1.0,1,1.0,0.18181818181818182,0.2
4422,0.004149377593360996,1.0,1,1.0,0.09090909090909091,0.16666666666666666
4007,0.6597510373443983,0.3333333333333333,1,1.0,0.36363636363636365,0.43333333333333335
3997,0.7385892116182573,0.0,1,1.0,0.0,0.6333333333333333
4401,0.8174273858921162,0.0,1,0.0,1.0,0.5333333333333333
3991,0.7178423236514523,1.0,1,1.0,0.0,0.13333333333333333
3988,0.3029045643153527,0.0,1,1.0,0.2727272727272727,0.3333333333333333
3985,0.42738589211618255,0.6666666666666666,1,1.0,0.2727272727272727,0.6
4410,0.8174273858921162,0.3333333333333333,1,1.0,0.18181818181818182,0.6333333333333333
4414,0.7178423236514523,1.0,1,1.0,0.0,0.3333333333333333
4425,0.14522821576763487,0.3333333333333333,1,1.0,0.2727272727272727,0.8
4466,0.8174273858921162,0.3333333333333333,1,1.0,0.2727272727272727,0.7666666666666667
3966,0.47717842323651455,0.3333333333333333,1,1.0,0.36363636363636365,0.9
3960,0.7095435684647303,0.6666666666666666,1,1.0,0.18181818181818182,0.16666666666666666
4434,0.7178423236514523,1.0,1,1.0,0.18181818181818182,0.0
4441,0.8174273858921162,0.0,1,0.0,1.0,0.23333333333333334
3945,0.34439834024896265,0.8888888888888888,1,1.0,0.36363636363636365,0.1
4451,0.14522821576763487,0.3333333333333333,1,0.0,0.9090909090909091,0.3
4461,0.14522821576763487,0.3333333333333333,1,1.0,0.09090909090909091,0.8666666666666667
4462,0.8547717842323651,0.3333333333333333,1,1.0,0.0,0.0
4987,0.7178423236514523,1.0,1,1.0,0.18181818181818182,0.26666666666666666
4988,0.004149377593360996,0.3333333333333333,1,1.0,0.09090909090909091,0.06666666666666667
4990,0.8049792531120332,0.8888888888888888,1,1.0,0.36363636363636365,0.06666666666666667
3339,0.7178423236514523,0.3333333333333333,1,1.0,0.2727272727272727,0.7333333333333333
5484,0.21991701244813278,0.6666666666666666,1,1.0,0.36363636363636365,0.1
5486,0.7178423236514523,1.0,1,1.0,0.09090909090909091,0.7
5490,0.27385892116182575,0.6666666666666666,1,1.0,0.09090909090909091,0.3
2787,0.14522821576763487,0.0,1,1.0,0.2727272727272727,0.23333333333333334
2786,0.14522821576763487,0.3333333333333333,1,1.0,0.0,0.7
2782,0.14522821576763487,0.3333333333333333,1,1.0,0.2727272727272727,0.3
5495,0.4730290456431535,1.0,1,1.0,0.2727272727272727,0.13333333333333333
2775,0.7178423236514523,1.0,1,0.0,0.9090909090909091,0.6666666666666666
5502,0.7510373443983402,1.0,1,1.0,0.2727272727272727,0.9666666666666667
2767,0.45643153526970953,0.3333333333333333,1,1.0,0.09090909090909091,0.16666666666666666
5510,0.2074688796680498,0.0,1,1.0,0.36363636363636365,0.8333333333333334
2762,0.34439834024896265,0.8888888888888888,1,1.0,0.2727272727272727,0.06666666666666667
2758,0.27385892116182575,0.6666666666666666,1,1.0,0.18181818181818182,0.1
5524,0.7966804979253111,0.6666666666666666,1,0.0,0.9090909090909091,0.9666666666666667
2744,0.6514522821576764,0.1111111111111111,1,1.0,0.36363636363636365,0.2
2743,0.14522821576763487,0.6666666666666666,1,1.0,0.36363636363636365,0.4666666666666667
2741,0.6721991701244814,0.6666666666666666,1,1.0,0.0,0.13333333333333333
5529,0.2987551867219917,0.0,1,1.0,0.18181818181818182,0.03333333333333333
5534,0.14522821576763487,0.3333333333333333,1,0.0,0.7272727272727273,0.3333333333333333
5483,0.17842323651452283,1.0,1,1.0,0.18181818181818182,0.03333333333333333
2800,0.8174273858921162,0.3333333333333333,1,1.0,0.36363636363636365,0.43333333333333335
2801,0.7178423236514523,1.0,1,1.0,0.36363636363636365,0.5333333333333333
2879,0.22406639004149378,0.6666666666666666,1,1.0,0.2727272727272727,0.4
2915,0.14937759336099585,0.6666666666666666,1,0.0,0.9090909090909091,0.03333333333333333
2910,0.14937759336099585,0.6666666666666666,1,1.0,0.09090909090909091,0.43333333333333335
5382,0.6514522821576764,0.3333333333333333,1,1.0,0.0,0.3333333333333333
5389,0.946058091286307,1.0,1,1.0,0.09090909090909091,0.6
2895,0.7178423236514523,1.0,1,1.0,0.09090909090909091,0.9
2887,0.7178423236514523,1.0,1,1.0,0.2727272727272727,0.06666666666666667
5400,0.14522821576763487,0.3333333333333333,1,1.0,0.2727272727272727,0.06666666666666667
5404,0.970954356846473,0.6666666666666666,1,1.0,0.18181818181818182,0.8333333333333334
5412,0.14522821576763487,0.6666666666666666,1,1.0,0.2727272727272727,0.8666666666666667
2805,0.7178423236514523,1.0,1,1.0,0.18181818181818182,0.9
5415,0.5809128630705395,0.3333333333333333,1,1.0,0.36363636363636365,0.23333333333333334
2861,0.7178423236514523,1.0,1,1.0,0.36363636363636365,0.8
5425,0.7178423236514523,0.3333333333333333,1,1.0,0.09090909090909091,0.7
5430,0.8174273858921162,0.6666666666666666,1,1.0,0.0,0.3333333333333333
5436,0.8547717842323651,0.6666666666666666,1,1.0,0.09090909090909091,0.1
5452,0.8174273858921162,0.3333333333333333,1,1.0,0.2727272727272727,0.3333333333333333
2820,0.004149377593360996,0.3333333333333333,1,1.0,0.2727272727272727,0.13333333333333333
5474,0.1908713692946058,0.0,1,1.0,0.0,0.26666666666666666
5535,0.9585062240663901,1.0,1,0.0,1.0,0.6
5536,0.14522821576763487,0.0,1,1.0,0.2727272727272727,0.3
5539,0.14522821576763487,0.1111111111111111,1,1.0,0.18181818181818182,0.8333333333333334
2589,0.14522821576763487,0.3333333333333333,1,1.0,0.0,0.2
5634,0.14522821576763487,0.3333333333333333,1,1.0,0.0,0.9666666666666667
2622,0.7178423236514523,0.0,1,1.0,0.0,0.3
5638,0.37344398340248963,0.6666666666666666,1,1.0,0.2727272727272727,0.7666666666666667
2614,0.21991701244813278,0.3333333333333333,1,1.0,0.2727272727272727,0.6333333333333333
2612,0.14522821576763487,0.3333333333333333,1,1.0,0.2727272727272727,0.5
5651,0.8962655601659751,0.3333333333333333,1,1.0,0.18181818181818182,0.5
5653,0.9294605809128631,1.0,1,1.0,0.0,0.6333333333333333
2593,0.14522821576763487,1.0,1,1.0,0.0,0.4666666666666667
2582,0.8174273858921162,0.6666666666666666,1,1.0,0.18181818181818182,0.16666666666666666
2630,0.14937759336099585,0.0,1,1.0,0.0,0.23333333333333334
2580,0.012448132780082987,0.3333333333333333,1,1.0,0.2727272727272727,0.7
5698,0.7178423236514523,1.0,1,1.0,0.18181818181818182,0.9
5699,0.34439834024896265,0.8888888888888888,1,1.0,0.2727272727272727,0.26666666666666666
2549,0.27385892116182575,0.6666666666666666,1,1.0,0.0,0.23333333333333334
2541,0.27385892116182575,0.6666666666666666,1,1.0,0.2727272727272727,0.6
5717,0.27385892116182575,0.6666666666666666,1,1.0,0.09090909090909091,0.6
5722,0.7178423236514523,1.0,1,1.0,0.2727272727272727,0.8666666666666667
5724,0.27385892116182575,0.6666666666666666,1,1.0,0.0,0.7333333333333333
5633,0.004149377593360996,0.6666666666666666,1,1.0,0.09090909090909091,0.1
2632,0.7178423236514523,1.0,1,1.0,0.0,0.36666666666666664
5548,0.16182572614107885,0.6666666666666666,1,1.0,0.18181818181818182,0.8333333333333334
5582,0.7178423236514523,0.6666666666666666,1,1.0,0.18181818181818182,0.9666666666666667
5551,0.14522821576763487,0.6666666666666666,1,1.0,0.18181818181818182,0.4
5555,0.6846473029045643,0.3333333333333333,1,1.0,0.09090909090909091,0.5
2711,0.14522821576763487,0.3333333333333333,1,1.0,0.36363636363636365,0.26666666666666666
5558,0.7178423236514523,0.3333333333333333,1,1.0,0.18181818181818182,0.9
5565,0.7178423236514523,1.0,1,1.0,0.36363636363636365,0.03333333333333333
2700,0.7178423236514523,1.0,1,1.0,0.18181818181818182,0.7
2697,0.14522821576763487,0.1111111111111111,1,1.0,0.2727272727272727,0.13333333333333333
5576,0.14522821576763487,0.3333333333333333,1,1.0,0.2727272727272727,0.5
5599,0.14522821576763487,0.3333333333333333,1,1.0,0.36363636363636365,0.43333333333333335
2635,0.14522821576763487,0.3333333333333333,1,1.0,0.18181818181818182,0.36666666666666664
5600,0.7302904564315352,0.6666666666666666,1,1.0,0.36363636363636365,0.9333333333333333
2664,0.7178423236514523,1.0,1,1.0,0.18181818181818182,0.03333333333333333
5601,0.8381742738589212,1.0,1,1.0,0.2727272727272727,0.03333333333333333
5611,0.14522821576763487,0.3333333333333333,1,0.0,0.7272727272727273,0.5666666666666667
5612,0.21161825726141079,1.0,1,1.0,0.2727272727272727,0.5666666666666667
2646,0.14522821576763487,0.3333333333333333,1,1.0,0.18181818181818182,0.13333333333333333
5618,0.946058091286307,0.3333333333333333,1,1.0,0.18181818181818182,0.06666666666666667
5625,0.8340248962655602,0.2222222222222222,1,1.0,0.2727272727272727,0.6
2916,0.5518672199170125,0.7777777777777778,1,1.0,0.2727272727272727,0.6
2917,0.14522821576763487,0.0,1,1.0,0.2727272727272727,0.23333333333333334
2933,0.14522821576763487,0.0,1,1.0,0.36363636363636365,0.3
5111,0.45228215767634855,0.6666666666666666,1,0.0,0.8181818181818182,0.8333333333333334
3253,0.7178423236514523,1.0,1,0.0,0.8181818181818182,0.5333333333333333
3245,0.4190871369294606,0.6666666666666666,1,0.0,0.8181818181818182,0.5666666666666667
5084,0.15767634854771784,0.0,1,1.0,0.18181818181818182,0.6666666666666666
3232,0.27385892116182575,0.6666666666666666,1,1.0,0.36363636363636365,1.0
3227,0.14522821576763487,0.3333333333333333,1,1.0,0.09090909090909091,0.8333333333333334
5097,0.8174273858921162,0.3333333333333333,1,1.0,0.0,0.9666666666666667
5098,0.14522821576763487,0.3333333333333333,1,1.0,0.0,0.23333333333333334
5109,0.946058091286307,0.3333333333333333,1,1.0,0.2727272727272727,0.5666666666666667
3207,0.5850622406639004,0.7777777777777778,1,1.0,0.2727272727272727,0.3
5046,0.14107883817427386,0.2222222222222222,1,1.0,0.09090909090909091,0.7
3201,0.2074688796680498,0.3333333333333333,1,1.0,0.18181818181818182,0.4666666666666667
5121,0.14522821576763487,0.3333333333333333,1,1.0,0.0,0.6333333333333333
3195,0.983402489626556,0.6666666666666666,1,1.0,0.0,0.36666666666666664
5125,0.12033195020746888,0.3333333333333333,1,1.0,0.18181818181818182,0.26666666666666666
3191,0.14522821576763487,0.3333333333333333,1,1.0,0.0,0.36666666666666664
5128,0.8962655601659751,0.2222222222222222,1,1.0,0.18181818181818182,0.7333333333333333
5131,0.7178423236514523,1.0,1,0.0,0.9090909090909091,0.5333333333333333
5132,0.8174273858921162,0.0,1,1.0,0.0,0.6
5051,0.7178423236514523,0.0,1,1.0,0.2727272727272727,0.16666666666666666
5043,0.7178423236514523,0.3333333333333333,1,1.0,0.18181818181818182,0.8333333333333334
3174,0.983402489626556,0.6666666666666666,1,1.0,0.09090909090909091,0.8333333333333334
5016,0.05394190871369295,0.6666666666666666,1,1.0,0.09090909090909091,0.03333333333333333
3336,0.7178423236514523,1.0,1,1.0,0.2727272727272727,0.6
3335,0.14937759336099585,0.6666666666666666,1,1.0,0.0,0.7
5002,0.47717842323651455,0.3333333333333333,1,1.0,0.36363636363636365,0.8
5006,0.7178423236514523,1.0,1,1.0,0.36363636363636365,0.5
3323,0.14522821576763487,0.3333333333333333,1,1.0,0.0,0.7333333333333333
3320,0.14522821576763487,0.3333333333333333,1,1.0,0.18181818181818182,0.1
3317,0.8174273858921162,0.3333333333333333,1,1.0,0.09090909090909091,0.43333333333333335
3314,0.27385892116182575,0.6666666666666666,1,1.0,0.09090909090909091,0.8333333333333334
3304,0.14522821576763487,0.3333333333333333,1,1.0,0.36363636363636365,0.2
5041,0.024896265560165973,0.6666666666666666,1,1.0,0.2727272727272727,0.6666666666666666
5024,0.27385892116182575,0.6666666666666666,1,1.0,0.09090909090909091,0.23333333333333334
5026,0.8962655601659751,0.3333333333333333,1,1.0,0.18181818181818182,0.7
3298,0.7178423236514523,1.0,1,1.0,0.36363636363636365,0.3
3297,0.8174273858921162,0.3333333333333333,1,1.0,0.2727272727272727,0.16666666666666666
5033,0.2946058091286307,0.6666666666666666,1,0.0,0.8181818181818182,0.8333333333333334
5034,0.14522821576763487,0.3333333333333333,1,1.0,0.09090909090909091,0.5333333333333333
3290,0.14522821576763487,0.3333333333333333,1,1.0,0.09090909090909091,0.9
5037,0.27385892116182575,0.6666666666666666,1,1.0,0.2727272727272727,0.36666666666666664
5134,0.2946058091286307,0.3333333333333333,1,1.0,0.18181818181818182,0.5
3171,0.47717842323651455,0.3333333333333333,1,1.0,0.09090909090909091,0.16666666666666666
2941,0.14522821576763487,0.6666666666666666,1,1.0,0.2727272727272727,0.8
5311,0.11203319502074689,0.6666666666666666,1,1.0,0.36363636363636365,0.7666666666666667
5276,0.27385892116182575,0.3333333333333333,1,1.0,0.09090909090909091,0.16666666666666666
3027,0.14522821576763487,0.3333333333333333,1,1.0,0.18181818181818182,0.7
5277,0.14522821576763487,0.3333333333333333,1,1.0,0.0,0.5
5298,0.8589211618257261,1.0,1,1.0,0.09090909090909091,0.26666666666666666
3000,0.14522821576763487,0.3333333333333333,1,1.0,0.09090909090909091,0.0
2995,0.7219917012448133,0.3333333333333333,1,1.0,0.09090909090909091,0.4666666666666667
2994,0.5352697095435685,0.8888888888888888,1,0.0,0.8181818181818182,0.5
5310,0.7178423236514523,1.0,1,1.0,0.36363636363636365,0.3
2987,0.7178423236514523,0.3333333333333333,1,1.0,0.18181818181818182,0.4666666666666667
5272,0.34439834024896265,0.8888888888888888,1,1.0,0.36363636363636365,0.03333333333333333
2982,0.7178423236514523,1.0,1,1.0,0.36363636363636365,0.23333333333333334
2980,0.42738589211618255,0.6666666666666666,1,1.0,0.2727272727272727,0.03333333333333333
